Id	AMSYK	Huvudbenämning	Annan benämning
481	825110	Grafiska yrken/översikt	Textbearbetare
481	825210	Grafiska yrken/översikt	Textbearbetare
481	734110	Grafiska yrken/översikt	Textbearbetare
482	244110	Ekonomer/översikt	Ekonom
482	241110	Ekonomer/översikt	Ekonom
482	241120	Ekonomer/översikt	Ekonom
482	241310	Ekonomer/översikt	Ekonom
482	241320	Ekonomer/översikt	Ekonom
482	241920	Ekonomer/översikt	Ekonom
482	244110	Ekonomer/översikt	Hälsoekonom
482	241110	Ekonomer/översikt	Hälsoekonom
482	241120	Ekonomer/översikt	Hälsoekonom
482	241310	Ekonomer/översikt	Hälsoekonom
482	241320	Ekonomer/översikt	Hälsoekonom
482	241920	Ekonomer/översikt	Hälsoekonom
482	244110	Ekonomer/översikt	Miljöekonom
482	241110	Ekonomer/översikt	Miljöekonom
482	241120	Ekonomer/översikt	Miljöekonom
482	241310	Ekonomer/översikt	Miljöekonom
482	241320	Ekonomer/översikt	Miljöekonom
482	241920	Ekonomer/översikt	Miljöekonom
483	821220	Processoperatörer/översikt	Processoperatör
483	827310	Processoperatörer/översikt	Processoperatör
483	811120	Processoperatörer/översikt	Processoperatör
483	813020	Processoperatörer/översikt	Processoperatör
483	812120	Processoperatörer/översikt	Processoperatör
483	815010	Processoperatörer/översikt	Processoperatör
483	814310	Processoperatörer/översikt	Processoperatör
483	814410	Processoperatörer/översikt	Processoperatör
483	821230	Processoperatörer/översikt	Processoperatör
483	827510	Processoperatörer/översikt	Processoperatör
483	827810	Processoperatörer/översikt	Processoperatör
483	812310	Processoperatörer/översikt	Processoperatör
483	827210	Processoperatörer/översikt	Processoperatör
483	827610	Processoperatörer/översikt	Processoperatör
483	821210	Processoperatörer/översikt	Processoperatör
484	722210	Verktygsmakare	Verktygsarbetare
484	722210	Verktygsmakare	Verktygsoperatör
486	914110	Tidningsbud	Tidningsdistributör
487	314210	Fartygsbefäl	Andrestyrman
487	314210	Fartygsbefäl	Befälhavare
487	314210	Fartygsbefäl	Fartygsbefälhavare
487	314210	Fartygsbefäl	Sjökapten
487	314210	Fartygsbefäl	Styrman
487	314210	Fartygsbefäl	Överstyrman
489	742110	Möbelsnickare	Snickare
491	512310	Hovmästare	Sommelier
492	827910	Tobaksarbetare	Cigarettekniker
492	827910	Tobaksarbetare	Maskinoperatör-tobak
492	827910	Tobaksarbetare	RYO-tekniker
493	245630	Industridesigner	Designer
493	245630	Industridesigner	Industriformgivare
493	245630	Industridesigner	Möbelformgivare
493	245630	Industridesigner	Produktdesigner
511	713510	VVS-montör	Rörmokare
513	311240	Ingenjörsyrken/översikt	Ingenjör
513	311220	Ingenjörsyrken/översikt	Ingenjör
513	311210	Ingenjörsyrken/översikt	Ingenjör
513	214620	Ingenjörsyrken/översikt	Ingenjör
513	214610	Ingenjörsyrken/översikt	Ingenjör
513	311810	Ingenjörsyrken/översikt	Ingenjör
513	214510	Ingenjörsyrken/översikt	Ingenjör
513	311310	Ingenjörsyrken/översikt	Ingenjör
513	214320	Ingenjörsyrken/översikt	Ingenjör
513	214520	Ingenjörsyrken/översikt	Ingenjör
513	214310	Ingenjörsyrken/översikt	Ingenjör
513	214240	Ingenjörsyrken/översikt	Ingenjör
513	214220	Ingenjörsyrken/översikt	Ingenjör
513	214210	Ingenjörsyrken/översikt	Ingenjör
513	214410	Ingenjörsyrken/översikt	Ingenjör
513	214920	Ingenjörsyrken/översikt	Ingenjör
513	311720	Ingenjörsyrken/översikt	Ingenjör
513	214730	Ingenjörsyrken/översikt	Ingenjör
513	214420	Ingenjörsyrken/översikt	Ingenjör
513	214810	Ingenjörsyrken/översikt	Ingenjör
513	311320	Ingenjörsyrken/översikt	Ingenjör
513	311250	Ingenjörsyrken/översikt	Ingenjör
513	313410	Ingenjörsyrken/översikt	Ingenjör
513	214930	Ingenjörsyrken/översikt	Ingenjör
513	214910	Ingenjörsyrken/översikt	Ingenjör
513	311930	Ingenjörsyrken/översikt	Ingenjör
513	311920	Ingenjörsyrken/översikt	Ingenjör
513	311910	Ingenjörsyrken/översikt	Ingenjör
513	311630	Ingenjörsyrken/översikt	Ingenjör
513	311620	Ingenjörsyrken/översikt	Ingenjör
513	311520	Ingenjörsyrken/översikt	Ingenjör
513	311510	Ingenjörsyrken/översikt	Ingenjör
513	311420	Ingenjörsyrken/översikt	Ingenjör
513	311410	Ingenjörsyrken/översikt	Ingenjör
513	214940	Ingenjörsyrken/översikt	Ingenjör
514	323410	Psykiatrisjuksköterska	Sjuksköterska
514	323410	Psykiatrisjuksköterska	Sjuksköterska i psykiatrisk vård
515	232270	Gymnasielärare i yrkesämnen	Lärare
515	232220	Gymnasielärare i yrkesämnen	Lärare
515	232210	Gymnasielärare i yrkesämnen	Lärare
515	232215	Gymnasielärare i yrkesämnen	Lärare
515	232225	Gymnasielärare i yrkesämnen	Lärare
515	232230	Gymnasielärare i yrkesämnen	Lärare
515	232235	Gymnasielärare i yrkesämnen	Lärare
515	232240	Gymnasielärare i yrkesämnen	Lärare
515	232245	Gymnasielärare i yrkesämnen	Lärare
515	232250	Gymnasielärare i yrkesämnen	Lärare
515	232255	Gymnasielärare i yrkesämnen	Lärare
515	232265	Gymnasielärare i yrkesämnen	Lärare
515	232260	Gymnasielärare i yrkesämnen	Lärare
515	232270	Gymnasielärare i yrkesämnen	"Lärare i jordbruk, skogsbruk, trädgård"
515	232220	Gymnasielärare i yrkesämnen	"Lärare i jordbruk, skogsbruk, trädgård"
515	232210	Gymnasielärare i yrkesämnen	"Lärare i jordbruk, skogsbruk, trädgård"
515	232215	Gymnasielärare i yrkesämnen	"Lärare i jordbruk, skogsbruk, trädgård"
515	232225	Gymnasielärare i yrkesämnen	"Lärare i jordbruk, skogsbruk, trädgård"
515	232230	Gymnasielärare i yrkesämnen	"Lärare i jordbruk, skogsbruk, trädgård"
515	232235	Gymnasielärare i yrkesämnen	"Lärare i jordbruk, skogsbruk, trädgård"
515	232240	Gymnasielärare i yrkesämnen	"Lärare i jordbruk, skogsbruk, trädgård"
515	232245	Gymnasielärare i yrkesämnen	"Lärare i jordbruk, skogsbruk, trädgård"
515	232250	Gymnasielärare i yrkesämnen	"Lärare i jordbruk, skogsbruk, trädgård"
515	232255	Gymnasielärare i yrkesämnen	"Lärare i jordbruk, skogsbruk, trädgård"
515	232265	Gymnasielärare i yrkesämnen	"Lärare i jordbruk, skogsbruk, trädgård"
515	232260	Gymnasielärare i yrkesämnen	"Lärare i jordbruk, skogsbruk, trädgård"
515	232270	Gymnasielärare i yrkesämnen	Yrkeslärare
515	232220	Gymnasielärare i yrkesämnen	Yrkeslärare
515	232210	Gymnasielärare i yrkesämnen	Yrkeslärare
515	232215	Gymnasielärare i yrkesämnen	Yrkeslärare
515	232225	Gymnasielärare i yrkesämnen	Yrkeslärare
515	232230	Gymnasielärare i yrkesämnen	Yrkeslärare
515	232235	Gymnasielärare i yrkesämnen	Yrkeslärare
515	232240	Gymnasielärare i yrkesämnen	Yrkeslärare
515	232245	Gymnasielärare i yrkesämnen	Yrkeslärare
515	232250	Gymnasielärare i yrkesämnen	Yrkeslärare
515	232255	Gymnasielärare i yrkesämnen	Yrkeslärare
515	232265	Gymnasielärare i yrkesämnen	Yrkeslärare
515	232260	Gymnasielärare i yrkesämnen	Yrkeslärare
