Id	AMSYK	Huvudbenämning	Annan benämning
1	247010	Administratör inom kommuner och landsting	Administratör
1	247010	Administratör inom kommuner och landsting	Utredare i kommuner och landsting
2	247010	Administratör inom staten	Administratör
2	247010	Administratör inom staten	Utredare inom staten
3	242120	Advokat	Biträdande jurist
3	242120	Advokat	Jurist
4	222125	Distriktsläkare	Läkare
5	513230	Ambulanssjukvårdare	Ambulansförare
7	712420	Anläggningsarbetare	Beläggningsarbetare
7	712450	Anläggningsarbetare	Beläggningsarbetare
7	712420	Anläggningsarbetare	Markanläggningsarbetare
7	712450	Anläggningsarbetare	Markanläggningsarbetare
7	712420	Anläggningsarbetare	Stensättare
7	712450	Anläggningsarbetare	Stensättare
7	712420	Anläggningsarbetare	Vägarbetare
7	712450	Anläggningsarbetare	Vägarbetare
8	222410	Apotekare	Apotekschef
8	211320	Apotekare	Apotekschef
8	222410	Apotekare	Farmacevt
8	211320	Apotekare	Farmacevt
8	222410	Apotekare	Informationsapotekare
8	211320	Apotekare	Informationsapotekare
14	244210	Arkeolog	Antikvarie
14	244210	Arkeolog	Marinarkeolog
15	247020	Administratörer/översikt	Administratör
15	247010	Administratörer/översikt	Administratör
15	247020	Administratörer/översikt	Utredare
15	247010	Administratörer/översikt	Utredare
17	347420	Varietéartist	Akrobat
17	347410	Varietéartist	Akrobat
17	347420	Varietéartist	Buktalare
17	347410	Varietéartist	Buktalare
17	347420	Varietéartist	Cirkusartist
17	347410	Varietéartist	Cirkusartist
17	347420	Varietéartist	Clown
17	347410	Varietéartist	Clown
17	347420	Varietéartist	Eldslukare
17	347410	Varietéartist	Eldslukare
17	347420	Varietéartist	Fakir
17	347410	Varietéartist	Fakir
17	347420	Varietéartist	Gycklare
17	347410	Varietéartist	Gycklare
17	347420	Varietéartist	Illusionist
17	347410	Varietéartist	Illusionist
17	347420	Varietéartist	Imitatör
17	347410	Varietéartist	Imitatör
17	347420	Varietéartist	Jonglör
17	347410	Varietéartist	Jonglör
17	347420	Varietéartist	Lindansare
17	347410	Varietéartist	Lindansare
17	347420	Varietéartist	Svärdslukare
17	347410	Varietéartist	Svärdslukare
17	347420	Varietéartist	Trollkarl
17	347410	Varietéartist	Trollkarl
19	821160	Automatsvetsare	Maskinsvetsare
19	821160	Automatsvetsare	Robotsvetsare
19	821160	Automatsvetsare	Robotsvetsoperatör
19	821160	Automatsvetsare	Svetsoperatör
20	612140	Avbytare	Djurskötare
20	612140	Avbytare	Lantbruksavbytare
22	514150	Badmästare	Bad- och idrottshallspersonal
22	514150	Badmästare	Badvakt
22	514150	Badmästare	Simlärare
24	341830	Banktjänsteman	Bankkassör
24	341820	Banktjänsteman	Bankkassör
24	341810	Banktjänsteman	Bankkassör
24	341840	Banktjänsteman	Bankkassör
24	421210	Banktjänsteman	Bankkassör
25	223110	Barnmorska	Sjuksköterska
26	346120	Barnomsorgsassistent	Barnomsorgssekreterare
26	346120	Barnomsorgsassistent	Placeringsassistent inom barnomsorg
27	223410	Barnsjuksköterska	Sjuksköterska
27	223410	Barnsjuksköterska	Sjuksköterska barnavårdscentral
28	512330	Bartender	Barmästare
31	313220	Ljussättare och ljustekniker	Belysningsmästare
31	313230	Ljussättare och ljustekniker	Belysningsmästare
31	313220	Ljussättare och ljustekniker	Ljusdesigner
31	313230	Ljussättare och ljustekniker	Ljusdesigner
31	313220	Ljussättare och ljustekniker	Ljussättare
31	313230	Ljussättare och ljustekniker	Ljussättare
31	313220	Ljussättare och ljustekniker	Ljustekniker
31	313230	Ljussättare och ljustekniker	Ljustekniker
33	711120	Bergarbetare	Bergsprängare
34	712210	Betongarbetare	Armerare
35	313260	Bildingenjör	Bildmixertekniker
35	313260	Bildingenjör	Bing
35	313260	Bildingenjör	TOM
36	232310	Bildlärare	Lärare
36	232310	Bildlärare	Teckningslärare
39	723110	Bilmekaniker	Fordonsmekaniker
40	721350	Bilskadereparatör	Bilplåtslagare
41	122620	Räddningschef	Brandchef
41	122620	Räddningschef	Brandingenjör
41	122620	Räddningschef	Säkerhetschef
44	827810	Bryggeriarbetare	Processoperatör-bryggeri
45	813090	Brännare	Processoperatör
46	832110	Budbilsförare	Chaufför
47	832210	Bussförare	Chaufför
47	832210	Bussförare	Färdtjänstförare
48	421120	Butikskassör	Kassörska
49	214220	Ingenjör inom byggbranschen	Arbetschef inom bygg
49	311240	Ingenjör inom byggbranschen	Arbetschef inom bygg
49	122310	Ingenjör inom byggbranschen	Arbetschef inom bygg
49	214220	Ingenjör inom byggbranschen	Arbetsledare inom bygg
49	311240	Ingenjör inom byggbranschen	Arbetsledare inom bygg
49	122310	Ingenjör inom byggbranschen	Arbetsledare inom bygg
49	214220	Ingenjör inom byggbranschen	Byggnadsingenjör
49	311240	Ingenjör inom byggbranschen	Byggnadsingenjör
49	122310	Ingenjör inom byggbranschen	Byggnadsingenjör
49	214220	Ingenjör inom byggbranschen	Ingenjör
49	311240	Ingenjör inom byggbranschen	Ingenjör
49	122310	Ingenjör inom byggbranschen	Ingenjör
49	214220	Ingenjör inom byggbranschen	Planeringsingenjör inom bygg
49	311240	Ingenjör inom byggbranschen	Planeringsingenjör inom bygg
49	122310	Ingenjör inom byggbranschen	Planeringsingenjör inom bygg
49	214220	Ingenjör inom byggbranschen	Platschef inom bygg
49	311240	Ingenjör inom byggbranschen	Platschef inom bygg
49	122310	Ingenjör inom byggbranschen	Platschef inom bygg
49	214220	Ingenjör inom byggbranschen	Produktionsingenjör inom bygg
49	311240	Ingenjör inom byggbranschen	Produktionsingenjör inom bygg
49	122310	Ingenjör inom byggbranschen	Produktionsingenjör inom bygg
50	714110	Byggnadsmålare	Målare
51	721350	Byggnadsplåtslagare	Plåtslagare
51	721350	Byggnadsplåtslagare	Ventilationsplåtslagare
52	712330	Byggnadsträarbetare	Snickare
53	712310	Båtbyggare	Snickare
56	241120	Controller	Accounting controller
56	241120	Controller	Business controller
56	241120	Controller	Ekonom
56	241120	Controller	Financial controller
56	241120	Controller	Koncerncontroller
57	245130	Copywriter	Script writer
58	421320	Croupier	Bingofunktionär
58	421320	Croupier	Dealer
58	421320	Croupier	Spelhallsfunktionär
58	421320	Croupier	Spelledare
62	245410	Dansare	Kårdansare
62	347330	Dansare	Kårdansare
62	245410	Dansare	Premiärdansare
62	347330	Dansare	Premiärdansare
63	235920	Danspedagog	Danslärare
64	347130	Dekoratör	Mässdekoratör
65	522740	Demonstratör	Demonstratris
66	915020	Demontör	Bilskrotare
67	131410	Detaljhandlare	Butikschef
67	122450	Detaljhandlare	Butikschef
67	131410	Detaljhandlare	Handlare
67	122450	Detaljhandlare	Handlare
68	249270	Diakon i Svenska kyrkan	Diakonissa
70	223510	Distriktssköterska	Sjuksköterska
72	242210	Domare	Assessor
72	242210	Domare	Fiskal
72	242210	Domare	Hovrättspresident
72	242210	Domare	Hovrättsråd
72	242210	Domare	Jurist
72	242210	Domare	Justitieråd
72	242210	Domare	Kammarrättspresident
72	242210	Domare	Kammarrättsråd
72	242210	Domare	Lagman
72	242210	Domare	Notarie
72	242210	Domare	Regeringsråd
72	242210	Domare	Rådman
73	732110	Processoperatör inom porslinsindustri	Formare
73	732110	Processoperatör inom porslinsindustri	Processoperatör
74	311520	Driftingenjör	Ingenjör
74	311320	Driftingenjör	Ingenjör
75	713710	Driftmaskinist	Drifttekniker
75	816010	Driftmaskinist	Drifttekniker
75	816020	Driftmaskinist	Drifttekniker
76	721610	Anläggningsdykare	Dykare
77	814410	Efterarbetare inom pappersindustrin	Bestrykningsmaskinförare
77	814410	Efterarbetare inom pappersindustrin	Kalanderförare
77	814410	Efterarbetare inom pappersindustrin	Rullare
78	123110	Ekonomichef	Ekonom
78	123110	Ekonomichef	Ekonomiansvarig
79	322320	Kostekonom	Ekonomiföreståndare
79	322320	Kostekonom	Internatföreståndare
79	322320	Kostekonom	Kostchef
79	322320	Kostekonom	Kostkonsulent
80	214310	Ingenjör inom elkraftsområdet	Elingenjör
80	214320	Ingenjör inom elkraftsområdet	Elingenjör
80	311310	Ingenjör inom elkraftsområdet	Elingenjör
80	311320	Ingenjör inom elkraftsområdet	Elingenjör
80	214310	Ingenjör inom elkraftsområdet	Elkraftsingenjör
80	214320	Ingenjör inom elkraftsområdet	Elkraftsingenjör
80	311310	Ingenjör inom elkraftsområdet	Elkraftsingenjör
80	311320	Ingenjör inom elkraftsområdet	Elkraftsingenjör
80	214310	Ingenjör inom elkraftsområdet	Ingenjör
80	214320	Ingenjör inom elkraftsområdet	Ingenjör
80	311310	Ingenjör inom elkraftsområdet	Ingenjör
80	311320	Ingenjör inom elkraftsområdet	Ingenjör
80	214310	Ingenjör inom elkraftsområdet	Konstruktör-elkraft
80	214320	Ingenjör inom elkraftsområdet	Konstruktör-elkraft
80	311310	Ingenjör inom elkraftsområdet	Konstruktör-elkraft
80	311320	Ingenjör inom elkraftsområdet	Konstruktör-elkraft
80	214310	Ingenjör inom elkraftsområdet	Produktionsingenjör-elkraft
80	214320	Ingenjör inom elkraftsområdet	Produktionsingenjör-elkraft
80	311310	Ingenjör inom elkraftsområdet	Produktionsingenjör-elkraft
80	311320	Ingenjör inom elkraftsområdet	Produktionsingenjör-elkraft
80	214310	Ingenjör inom elkraftsområdet	Serviceingenjör-elkraft
80	214320	Ingenjör inom elkraftsområdet	Serviceingenjör-elkraft
80	311310	Ingenjör inom elkraftsområdet	Serviceingenjör-elkraft
80	311320	Ingenjör inom elkraftsområdet	Serviceingenjör-elkraft
82	724140	Servicemontör-hushållsmaskiner	Hushållsmaskinreparatör
82	724140	Servicemontör-hushållsmaskiner	Servicetekniker-hushållsmaskiner
82	724140	Servicemontör-hushållsmaskiner	Vitvarureparatör
85	713720	Fastighetsarbetare	Fastighetsskötare
86	341320	Fastighetsförvaltare	Distriktschef-fastighetsförvaltning
86	341320	Fastighetsförvaltare	Fastighetsekonom
86	341320	Fastighetsförvaltare	Förvaltningschef-fastigheter
86	341320	Fastighetsförvaltare	Områdeschef-fastighetsförvaltning
88	313120	"Fotograf inom film, TV och video"	B-fotograf
88	313120	"Fotograf inom film, TV och video"	Filmare
88	313120	"Fotograf inom film, TV och video"	Filmfotograf
88	313120	"Fotograf inom film, TV och video"	Fotograf
88	313120	"Fotograf inom film, TV och video"	TV-fotograf
88	313120	"Fotograf inom film, TV och video"	Videofotograf
89	313130	Filmklippare/redigerare	Filmredigerare
89	313130	Filmklippare/redigerare	Redigerare
89	313130	Filmklippare/redigerare	Videoredigerare
90	731130	Finmekaniker	Instrumentmakare
90	731130	Finmekaniker	Instrumentmekaniker
91	615110	Fiskodlingsarbetare	Fiskmästare
91	615110	Fiskodlingsarbetare	Fiskodlare
93	723210	Flygmekaniker	Flygtekniker
93	314510	Flygmekaniker	Flygtekniker
95	721340	Flygplansplåtslagare	Plåtslagare
95	721340	Flygplansplåtslagare	Strukturreparatör
97	422410	Trafikassistent	Rampagent
97	413220	Trafikassistent	Rampagent
98	511110	Flygvärdinna	Flygvärd
98	511110	Flygvärdinna	Purser
98	511110	Flygvärdinna	Steward
99	243210	Bibliotekarie	Dokumentalist
99	243220	Bibliotekarie	Dokumentalist
99	414010	Bibliotekarie	Dokumentalist
99	243210	Bibliotekarie	Informatiker
99	243220	Bibliotekarie	Informatiker
99	414010	Bibliotekarie	Informatiker
101	828110	Fordonsmontör	Bilbyggare
101	828110	Fordonsmontör	Bilmontör
101	828110	Fordonsmontör	Chassimontör
101	828110	Fordonsmontör	Montör
103	313110	Fotograf inom porträtt- och reklamfotografi	Fotograf
103	313110	Fotograf inom porträtt- och reklamfotografi	Modefotograf
103	313110	Fotograf inom porträtt- och reklamfotografi	Porträttfotograf
103	313110	Fotograf inom porträtt- och reklamfotografi	Reklamfotograf
103	313110	Fotograf inom porträtt- och reklamfotografi	Studiofotograf
104	822410	Fotolaboratoriearbetare	Fotolaborant
104	822410	Fotolaboratoriearbetare	Fotolaboratoriebiträde
104	822410	Fotolaboratoriearbetare	Kopist
105	514140	Fotterapeut	Fotvårdsspecialist
107	346220	Friskvårdskonsulent	Friskvårdare
107	346220	Friskvårdskonsulent	Hälsoinformatör
107	346220	Friskvårdskonsulent	Hälsopedagog
107	346220	Friskvårdskonsulent	Hälsostrateg
107	346220	Friskvårdskonsulent	Hälsoupplysare
108	514110	Frisör	Damfrisör
108	514110	Frisör	Herrfrisör
109	346210	Fritidsledare	Fritidsassistent
109	346210	Fritidsledare	Motionsledare
112	211110	Fysiker	Sjukhusfysiker
114	314210	Befälhavare på färja	Befälhavare
114	314210	Befälhavare på färja	Styrman
115	242330	Företagsjurist	Affärsjurist
115	242360	Företagsjurist	Affärsjurist
115	242330	Företagsjurist	Bankjurist
115	242360	Företagsjurist	Bankjurist
115	242330	Företagsjurist	Bolagsjurist
115	242360	Företagsjurist	Bolagsjurist
115	242330	Företagsjurist	Försäkringsjurist
115	242360	Företagsjurist	Försäkringsjurist
115	242330	Företagsjurist	Jurist
115	242360	Företagsjurist	Jurist
116	346230	Föreningskonsulent	Föreningsadministratör
116	347510	Föreningskonsulent	Föreningsadministratör
116	346230	Föreningskonsulent	Idrottskonsulent
116	347510	Föreningskonsulent	Idrottskonsulent
117	245140	Författare	Dramatiker
117	245140	Författare	Manusförfattare
118	241920	Finansekonom	Ekonom
118	241920	Finansekonom	Finansanalytiker
118	241920	Finansekonom	Finanschef
118	241920	Finansekonom	Finanskonsult
119	121010	Företagsledare	VD
119	121010	Företagsledare	Verkställande direktör
120	323930	Företagssköterska	Sjuksköterska
122	331010	Förskollärare	Förskolechef
122	331010	Förskollärare	Lärare
124	341230	Kundtjänsteman på försäkringsbolag	Försäkringstjänsteman
125	522110	Säljare i butik och varuhus	Försäljare
125	522210	Säljare i butik och varuhus	Försäljare
125	522110	Säljare i butik och varuhus	Säljare
125	522210	Säljare i butik och varuhus	Säljare
127	612950	Djurvårdare-försöksdjur	Djurskötare
127	612950	Djurvårdare-försöksdjur	Djurvårdare
127	612950	Djurvårdare-försöksdjur	Försöksdjursskötare
127	612950	Djurvårdare-försöksdjur	Laboratoriedjurvårdare
128	919010	Bilrekonditionerare	bilvårdare
128	919010	Bilrekonditionerare	garagearbetare
128	919010	Bilrekonditionerare	leveransman
131	221110	Molekylärbiolog	Biolog
132	244240	Geograf	Geovetare
132	244240	Geograf	Kulturgeograf
132	244240	Geograf	Naturgeograf
133	211420	Geolog	Berggrundsgeolog
133	211420	Geolog	Geovetare
133	211420	Geolog	Hydrogeolog
133	211420	Geolog	Jordartsgeolog
133	211420	Geolog	Maringeolog
134	721110	Gjutare	Gjuteriarbetare
134	721110	Gjutare	Modellgjutare
135	732210	Glasblåsare	Mästare
136	732310	Glasgravör	Blästrare
136	732310	Glasgravör	Glasetsare
137	713410	Glasmästare	Glasmästeriarbetare
139	825110	Tryckare	Djuptryckare
139	734410	Tryckare	Djuptryckare
139	825110	Tryckare	Offsettryckare
139	734410	Tryckare	Offsettryckare
139	825110	Tryckare	Screentryckare
139	734410	Tryckare	Screentryckare
140	825110	Grafisk faktor	Beställningsfaktor
140	341920	Grafisk faktor	Beställningsfaktor
140	825110	Grafisk faktor	Grafiker
140	341920	Grafisk faktor	Grafiker
140	825110	Grafisk faktor	Produktionsledare-tryckeri
140	341920	Grafisk faktor	Produktionsledare-tryckeri
140	825110	Grafisk faktor	Projektledare i grafiskt företag
140	341920	Grafisk faktor	Projektledare i grafiskt företag
140	825110	Grafisk faktor	Reproduktionsfaktor
140	341920	Grafisk faktor	Reproduktionsfaktor
140	825110	Grafisk faktor	Tryckerifaktor
140	341920	Grafisk faktor	Tryckerifaktor
141	721410	Grovplåtslagare	Plåtslagare
142	233010	Grundskollärare	Lågstadielärare
142	233020	Grundskollärare	Lågstadielärare
142	233010	Grundskollärare	Lärare
142	233020	Grundskollärare	Lärare
142	233010	Grundskollärare	Mellanstadielärare
142	233020	Grundskollärare	Mellanstadielärare
144	711110	Gruvarbetare	Borrare
144	711110	Gruvarbetare	Gruvarbetare
144	711110	Gruvarbetare	Laddare
144	711110	Gruvarbetare	Lastare
144	711110	Gruvarbetare	Skrotare
146	833210	Grävmaskinförare	Grävmaskinist
146	833210	Grävmaskinförare	Maskinförare
147	511320	Guide	Bussguide
147	511320	Guide	Fiskeguide
147	511320	Guide	Företagsguide
147	511320	Guide	Lokalguide
147	511320	Guide	Naturguide
147	511320	Guide	Rundtursguide
147	511320	Guide	Taxiguide
147	511320	Guide	Vildmarksguide
149	828310	Däckmontör	Gummireparatör
151	233030	Modersmålslärare	Hemspråkslärare
151	233030	Modersmålslärare	Hemspråkstränare
151	233030	Modersmålslärare	Lärare
151	233030	Modersmålslärare	Modersmålslärare
152	346130	Hemtjänstassistent	Områdeschef inom hemtjänsten
154	731140	Hjälpmedelstekniker	Hjälpmedelsingenjör
155	422220	Hotellreceptionist	Förste receptionist
155	422220	Hotellreceptionist	Nattportier
155	422220	Hotellreceptionist	Nattreceptionist
155	422220	Hotellreceptionist	Receptionschef
157	914210	Hotellvaktmästare	Bagagevaktmästare
157	914210	Hotellvaktmästare	Concierge
157	914210	Hotellvaktmästare	Piccolo
159	514130	Hudterapeut	Kosmetolog
160	612160	Husdjurstekniker	Kontrollassistent-husdjur
160	612160	Husdjurstekniker	Seminassistent
160	612160	Husdjurstekniker	Seminbiträde
160	612160	Husdjurstekniker	Semintekniker
160	612160	Husdjurstekniker	Seminör
161	512140	Husfru	Chefshusfru
161	512140	Husfru	Hotellhusfru
161	512140	Husfru	Restauranghusfru
161	512140	Husfru	Våningshusfru
162	232350	Hemkunskapslärare	Hushållslärare
162	232350	Hemkunskapslärare	Lärare
162	232350	Hemkunskapslärare	Lärare i hemkunskap
165	612150	Hästskötare	Djurskötare
167	322910	Audionom	Hörselvårdsassistent
168	232340	Idrottslärare	Gymnastiklärare
168	232340	Idrottslärare	Lärare
168	232340	Idrottslärare	Lärare i idrott
169	713740	Idrottsplatsvaktmästare	Idrottshallsföreståndare
170	347510	Idrottstränare	Idrottsinstruktör
170	347510	Idrottstränare	Tränare
171	724110	Industrielektriker	Elektriker
173	721310	Industriplåtslagare	Plåtslagare
173	731310	Industriplåtslagare	Plåtslagare
175	245145	Informatör	Informationsassistent
175	123410	Informatör	Informationsassistent
175	245145	Informatör	Informationschef
175	123410	Informatör	Informationschef
175	245145	Informatör	Informationssekreterare
175	123410	Informatör	Informationssekreterare
177	421520	Inkassohandläggare	Inkasserare
180	712320	Inredningssnickare	Finsnickare
180	712320	Inredningssnickare	Snickare
181	347620	Inspicient	Teaterinspicient
182	713610	Installationselektriker	Elektriker
182	713610	Installationselektriker	Serviceelektriker
183	313110	Fotograf inom institutions- och industrifotografi	Fotograf
183	313110	Fotograf inom institutions- och industrifotografi	Industrifotograf
183	313110	Fotograf inom institutions- och industrifotografi	Institutionsfotograf
183	313110	Fotograf inom institutions- och industrifotografi	Museifotograf
183	313110	Fotograf inom institutions- och industrifotografi	Polisfotograf
183	313110	Fotograf inom institutions- och industrifotografi	Sjukhusfotograf
184	223310	"Sjuksköterska, akutsjukvård"	Akutsjuksköterska
184	223310	"Sjuksköterska, akutsjukvård"	Ambulanssjuksköterska
184	223310	"Sjuksköterska, akutsjukvård"	Anestesisjuksköterska
184	223310	"Sjuksköterska, akutsjukvård"	Intensivvårdssjuksköterska
184	223310	"Sjuksköterska, akutsjukvård"	Sjuksköterska
186	321230	Viltmästare	Jaktvårdare
186	321230	Viltmästare	Jaktvårdskonsulent
186	321230	Viltmästare	Länsjaktvårdare
186	321230	Viltmästare	Länsjaktvårdskonsulent
186	321230	Viltmästare	Viltvårdare
186	321230	Viltmästare	Yrkesjägare
187	245110	Journalist	Redaktionssekreterare
187	245115	Journalist	Redaktionssekreterare
187	245110	Journalist	Redaktör
187	245115	Journalist	Redaktör
187	245110	Journalist	Redigerare
187	245115	Journalist	Redigerare
187	245110	Journalist	Reporter
187	245115	Journalist	Reporter
188	512240	Kallskänka	Kallskänkschef
189	311810	Kartingenjör och karttekniker	Gruvmätare
189	311810	Kartingenjör och karttekniker	Ingenjör
189	311810	Kartingenjör och karttekniker	Kartingenjör
189	311810	Kartingenjör och karttekniker	Kartograf
189	311810	Kartingenjör och karttekniker	Kartritare
189	311810	Kartingenjör och karttekniker	Karttekniker
189	311810	Kartingenjör och karttekniker	Ritbiträde
189	311810	Kartingenjör och karttekniker	Stereooperatör
192	222165	Läkare på sjukhus	Kirurg
192	222140	Läkare på sjukhus	Kirurg
192	222190	Läkare på sjukhus	Kirurg
192	222185	Läkare på sjukhus	Kirurg
192	222180	Läkare på sjukhus	Kirurg
192	222175	Läkare på sjukhus	Kirurg
192	222170	Läkare på sjukhus	Kirurg
192	222110	Läkare på sjukhus	Kirurg
192	222160	Läkare på sjukhus	Kirurg
192	222135	Läkare på sjukhus	Kirurg
192	222130	Läkare på sjukhus	Kirurg
192	222125	Läkare på sjukhus	Kirurg
192	222120	Läkare på sjukhus	Kirurg
192	222115	Läkare på sjukhus	Kirurg
192	222145	Läkare på sjukhus	Kirurg
192	222165	Läkare på sjukhus	Läkare
192	222140	Läkare på sjukhus	Läkare
192	222190	Läkare på sjukhus	Läkare
192	222185	Läkare på sjukhus	Läkare
192	222180	Läkare på sjukhus	Läkare
192	222175	Läkare på sjukhus	Läkare
192	222170	Läkare på sjukhus	Läkare
192	222110	Läkare på sjukhus	Läkare
192	222160	Läkare på sjukhus	Läkare
192	222135	Läkare på sjukhus	Läkare
192	222130	Läkare på sjukhus	Läkare
192	222125	Läkare på sjukhus	Läkare
192	222120	Läkare på sjukhus	Läkare
192	222115	Läkare på sjukhus	Läkare
192	222145	Läkare på sjukhus	Läkare
192	222165	Läkare på sjukhus	Psykiater
192	222140	Läkare på sjukhus	Psykiater
192	222190	Läkare på sjukhus	Psykiater
192	222185	Läkare på sjukhus	Psykiater
192	222180	Läkare på sjukhus	Psykiater
192	222175	Läkare på sjukhus	Psykiater
192	222170	Läkare på sjukhus	Psykiater
192	222110	Läkare på sjukhus	Psykiater
192	222160	Läkare på sjukhus	Psykiater
192	222135	Läkare på sjukhus	Psykiater
192	222130	Läkare på sjukhus	Psykiater
192	222125	Läkare på sjukhus	Psykiater
192	222120	Läkare på sjukhus	Psykiater
192	222115	Läkare på sjukhus	Psykiater
192	222145	Läkare på sjukhus	Psykiater
193	512210	Kock	Kokerska
193	512210	Kock	Kökschef
193	512210	Kock	Köksmästare
196	511290	Tågmästare	Konduktör
196	511210	Tågmästare	Konduktör
196	511290	Tågmästare	Tågbefälhavare
196	511210	Tågmästare	Tågbefälhavare
196	511290	Tågmästare	Tågvakt
196	511210	Tågmästare	Tågvakt
196	511290	Tågmästare	Tågvärd
196	511210	Tågmästare	Tågvärd
197	422220	Konferensvärd	Konferenschef
197	422220	Konferensvärd	Konferensvärdinna
198	733020	Konservator	Tavelkonservsator
198	245240	Konservator	Tavelkonservsator
198	733020	Konservator	Textilkonservator
198	245240	Konservator	Textilkonservator
199	245210	Bildkonstnär	Glaskonstnär
199	245220	Bildkonstnär	Glaskonstnär
199	245230	Bildkonstnär	Glaskonstnär
199	245620	Bildkonstnär	Glaskonstnär
199	245210	Bildkonstnär	Grafiker
199	245220	Bildkonstnär	Grafiker
199	245230	Bildkonstnär	Grafiker
199	245620	Bildkonstnär	Grafiker
199	245210	Bildkonstnär	Konstnär
199	245220	Bildkonstnär	Konstnär
199	245230	Bildkonstnär	Konstnär
199	245620	Bildkonstnär	Konstnär
199	245210	Bildkonstnär	Skulptör
199	245220	Bildkonstnär	Skulptör
199	245230	Bildkonstnär	Skulptör
199	245620	Bildkonstnär	Skulptör
200	214210	"Konstruktör inom bygg, väg och anläggning"	Ingenjör
200	311210	"Konstruktör inom bygg, väg och anläggning"	Ingenjör
201	311440	Ingenjör inom el/tele-området	Elingenjör
201	311420	Ingenjör inom el/tele-området	Elingenjör
201	311450	Ingenjör inom el/tele-området	Elingenjör
201	214420	Ingenjör inom el/tele-området	Elingenjör
201	214410	Ingenjör inom el/tele-området	Elingenjör
201	311410	Ingenjör inom el/tele-området	Elingenjör
201	311440	Ingenjör inom el/tele-området	Ingenjör
201	311420	Ingenjör inom el/tele-området	Ingenjör
201	311450	Ingenjör inom el/tele-området	Ingenjör
201	214420	Ingenjör inom el/tele-området	Ingenjör
201	214410	Ingenjör inom el/tele-området	Ingenjör
201	311410	Ingenjör inom el/tele-området	Ingenjör
201	311440	Ingenjör inom el/tele-området	Konstruktör-el/tele
201	311420	Ingenjör inom el/tele-området	Konstruktör-el/tele
201	311450	Ingenjör inom el/tele-området	Konstruktör-el/tele
201	214420	Ingenjör inom el/tele-området	Konstruktör-el/tele
201	214410	Ingenjör inom el/tele-området	Konstruktör-el/tele
201	311410	Ingenjör inom el/tele-området	Konstruktör-el/tele
201	311440	Ingenjör inom el/tele-området	Produktionsingenjör-el/tele
201	311420	Ingenjör inom el/tele-området	Produktionsingenjör-el/tele
201	311450	Ingenjör inom el/tele-området	Produktionsingenjör-el/tele
201	214420	Ingenjör inom el/tele-området	Produktionsingenjör-el/tele
201	214410	Ingenjör inom el/tele-området	Produktionsingenjör-el/tele
201	311410	Ingenjör inom el/tele-området	Produktionsingenjör-el/tele
201	311440	Ingenjör inom el/tele-området	Serviceingenjör-el/tele
201	311420	Ingenjör inom el/tele-området	Serviceingenjör-el/tele
201	311450	Ingenjör inom el/tele-området	Serviceingenjör-el/tele
201	214420	Ingenjör inom el/tele-området	Serviceingenjör-el/tele
201	214410	Ingenjör inom el/tele-området	Serviceingenjör-el/tele
201	311410	Ingenjör inom el/tele-området	Serviceingenjör-el/tele
201	311440	Ingenjör inom el/tele-området	Teleingenjör
201	311420	Ingenjör inom el/tele-området	Teleingenjör
201	311450	Ingenjör inom el/tele-området	Teleingenjör
201	214420	Ingenjör inom el/tele-området	Teleingenjör
201	214410	Ingenjör inom el/tele-området	Teleingenjör
201	311410	Ingenjör inom el/tele-området	Teleingenjör
202	241930	Konsumentvägledare	Budgetrådgivare
202	241930	Konsumentvägledare	Konsumentrådgivare
202	241930	Konsumentvägledare	Konsumentsekreterare
203	419020	Kontorist	Kontorsadministratör
203	412020	Kontorist	Kontorsadministratör
204	833310	Kranförare	Maskinförare
204	833310	Kranförare	Mobilkranförare
204	833310	Kranförare	Traversförare
205	242910	Kronofogde	Jurist
206	421530	Kronoinspektör	Kronoassistent
206	421530	Kronoinspektör	Kronokommissarie
207	341930	Verkmästare på bilverkstad	Arbetsledare på bilverkstad
207	341930	Verkmästare på bilverkstad	Kundmottagare
208	249220	Kurator	Sjukhuskurator
208	249220	Kurator	Skolkurator
209	827310	Kvarnoperatör	Mjölnare
211	713530	Kylmontör	Kyltekniker
212	245340	Kyrkomusiker	Kantor
212	245340	Kyrkomusiker	Organist
214	913010	Köksbiträde	Restaurangbiträde
215	743210	Körsnär	Pälsmodellör
218	245620	Konsthantverkare	Keramiker
218	245220	Konsthantverkare	Keramiker
218	733010	Konsthantverkare	Keramiker
218	733020	Konsthantverkare	Keramiker
218	245620	Konsthantverkare	Textilkonstnär
218	245220	Konsthantverkare	Textilkonstnär
218	733010	Konsthantverkare	Textilkonstnär
218	733020	Konsthantverkare	Textilkonstnär
223	613030	Djurskötare inom lantbruk	Djurskötare
223	612130	Djurskötare inom lantbruk	Djurskötare
223	613030	Djurskötare inom lantbruk	Husdjursskötare
223	612130	Djurskötare inom lantbruk	Husdjursskötare
223	613030	Djurskötare inom lantbruk	Ladugårdsskötare
223	612130	Djurskötare inom lantbruk	Ladugårdsskötare
224	413140	Lagerarbetare	Orderexpeditör
224	413140	Lagerarbetare	Varumottagare
225	413130	Lagerchef	Leveranschef
226	611110	Lantbrukare	Bonde
226	612110	Lantbrukare	Bonde
226	613010	Lantbrukare	Bonde
227	131110	Driftledare	Förvaltare inom lantbruk
227	131110	Driftledare	Lantbruksförvaltare
